# ----------------------------------------,,,,,,,,,
# https://tribunadonorte.com.br – GA4,,,,,,,,,
# Visualizações por faixa etária-Visualizações por faixa etária,,,,,,,,,
# 20240201-20240229,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
Idade,unknown,25-34,35-44,45-54,55-64,65+,18-24,Totais,
Título da página e nome da tela,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,
Suspeito de ameaçar ex-companheira é preso em Guamaré - Tribuna do Norte,110,18,15,28,30,38,0,239,
Exército conclui inquérito sobre furto de armas em quartel de Barueri - Tribuna do Norte,116,16,28,30,20,28,0,238,
Ribeira recebe desfiles das escolas de samba no fim de semana - Tribuna do Norte,126,34,18,32,12,15,0,237,
Republicanos no RN faz ato de filiação domingo (25) com Álvaro Dias e liderança nacional - Tribuna do Norte,110,24,20,33,21,28,0,236,
RN e mais 13 estados têm lotes no 1º leilão de transmissão de 2024 - Tribuna do Norte,104,33,16,34,14,22,11,234,
Dois homens são presos após roubarem barbearia na Cidade Alta - Tribuna do Norte,113,15,19,28,30,28,0,233,
EUA discordam de Lula sobre conflito em Gaza - Tribuna do Norte,115,21,19,33,17,28,0,233,
"Natal abre novo ponto extra de vacinação contra covid-19, febre amarela e influenza; veja - Tribuna do Norte",141,32,23,12,14,0,10,232,
Presença de Rosalba na recepção a Lewandowski sinaliza aproximação com o PT - Território Livre,231,0,0,0,0,0,0,231,
"Abandonado pelo poder público, Vale das Cascatas atrai natalenses - Tribuna do Norte",127,39,25,19,0,0,20,230,
Moraes mantém prisões de ex-assessores de Jair Bolsonaro - Tribuna do Norte,115,20,17,33,22,23,0,230,
MJSP determina inspeção diária em celas de penitenciárias federais - Tribuna do Norte,123,34,15,24,16,17,0,229,
Mineração e petróleo tentam reduzir impacto do imposto seletivo - Tribuna do Norte,108,23,24,29,11,21,13,229,
Parnamirim inicia vacinação contra a Dengue na quinta-feira (22) - Tribuna do Norte,119,29,30,20,0,17,13,228,
Projeto ReforAmar promove baile solidário - Tribuna do Norte,95,21,26,32,22,17,15,228,
Vídeo mostra ação para combater incêndio em Morro do Careca; veja - Tribuna do Norte,143,32,25,14,0,14,0,228,
De recordista de títulos a condenado por estupro - Tribuna do Norte,118,28,22,32,17,10,0,227,
Estadual: presidente da FNF divulga contato de árbitro da final do primeiro turno - Tribuna do Norte,107,34,26,25,15,20,0,227,
Médicos suspendem paralisação após acordo com a Prefeitura de Parnamirim - Tribuna do Norte,103,24,14,18,21,33,14,227,
Copa do Nordeste: ABC perde por 3 a 1 para Vitória no Barradão - Tribuna do Norte,96,22,26,24,23,35,0,226,
"Em Natal, gestantes recebem repelentes para prevenção das arboviroses - Tribuna do Norte",118,30,17,21,23,17,0,226,
Natal homenageia educador João Faustino em Petrópolis - Território Livre,206,0,0,19,0,0,0,225,
Conserto na tubulação vai continuar nesta terça (6); parte da faixa na BR-101 será liberada - Tribuna do Norte,107,24,21,32,18,11,11,224,
Arquivo de Poder Judiciário - Tribuna do Norte,201,0,0,0,0,22,0,223,
Tatiana Flor Studio lança nova linha de organizadores - Território Livre,200,0,0,23,0,0,0,223,
Bloco 'Baiacu na Vara' encerra festejos do Carnaval na Redinha; veja fotos - Tribuna do Norte,114,36,19,16,20,17,0,222,
Detentos foragidos da Penitenciária Federal de Mossoró são incluídos em lista de procurados da Interpol - Tribuna do Norte,113,32,32,16,0,16,13,222,
Juiz alerta para racha entre facções criminosas no RN - Tribuna do Norte,152,21,15,0,0,0,34,222,
Números comprovam que Endrick é um fenômeno - Tribuna do Norte,98,30,26,16,19,16,17,222,
Suficiente - Tribuna do Norte,109,19,19,30,19,26,0,222,
"Gasolina tem queda de R$0,06 e etanol de R$0,21 em postos do RN, aponta ANP - Tribuna do Norte",109,19,19,37,19,18,0,221,
Homem de 27 anos é preso por tráfico de drogas no interior do RN - Tribuna do Norte,92,25,27,21,25,16,15,221,
Flamengo encara o Bangu visando a liderança - Tribuna do Norte,118,24,23,17,16,22,0,220,
Natal divulga normas para sorteio de vagas na Educação Infantil em 2024; confira - Tribuna do Norte,135,30,0,0,0,0,55,220,
"Para acionista da AGN, nova diretoria terá serviço político - Tribuna do Norte",123,17,16,29,22,13,0,220,
TCE do RN é o mais econômico e 5º mais produtivo do Brasil - Tribuna do Norte,113,22,29,13,19,13,11,220,
Arquivo de Tecnologia - Tribuna do Norte,219,0,0,0,0,0,0,219,
Ministro vota para unificar entendimento do STF sobre uberização - Tribuna do Norte,160,21,15,0,23,0,0,219,
Arquivo de Publicidade Legal - Tribuna do Norte,196,22,0,0,0,0,0,218,
Poder Judiciário - por Anelly Medeiros,202,16,0,0,0,0,0,218,
Uma geladeira por Pelé - Tribuna do Norte,128,17,0,22,19,32,0,218,
"3R faz aumento sequencial de R$ 0,33 na gasolina em menos de uma semana - Tribuna do Norte",100,21,24,28,24,20,0,217,
Emparn refaz previsão sobre o inverno no RN - Tribuna do Norte,108,49,26,12,0,0,22,217,
SINE oferece 62 vagas de empregos no RN nesta terça-feira (06) - Tribuna do Norte,95,38,29,21,19,0,15,217,
Virose misteriosa superlota hospitais em todo RN - Tribuna do Norte,123,50,14,16,0,0,13,216,
Natal planeja concurso público com 710 vagas para professor em 2024 - Tribuna do Norte,124,40,12,14,0,0,25,215,
PF cumpre medidas contra possíveis ajudantes dos fugitivos de Mossoró - Tribuna do Norte,114,22,23,21,10,25,0,215,
"“Vamos discutir decisões e mandatos do STF”, diz Pacheco - Tribuna do Norte",105,30,36,30,0,14,0,215,
Praia Shopping recebe Central de Atendimento da Receita Federal; saiba - Tribuna do Norte,133,24,20,14,0,0,23,214,
“É Pequeno Mas Cresce” já tem data marcada no Pré-Carnaval 2024 - Território Livre,146,48,0,0,0,0,20,214,
"União Brasil, PP e PSDB vão caminhar juntos em Parnamirim - Blog do Heitor Gregório",198,0,0,0,15,0,0,213,
"Mulher faz post de despedida para Abílio Diniz : ""Um dia reviveremos este encontro de almas"" - Território Livre",188,24,0,0,0,0,0,212,
Arquivo de Informe Publicitário - Tribuna do Norte,175,21,0,0,0,0,15,211,
Ato de Bolsonaro mostra força com aliados - Tribuna do Norte,103,18,30,22,17,21,0,211,
Buenos Aires receberá a final da edição 2024 da Copa Libertadores - Tribuna do Norte,107,27,21,20,20,16,0,211,
"Morre Luíza Trajano Donato, fundadora da Magazine Luiza - Tribuna do Norte",100,23,27,25,17,19,0,211,
Estelionatária que se passava por servidora do INSS no RN tem prisão mantida - Tribuna do Norte,111,21,17,21,18,22,0,210,
É do agrado... o trabalho fotográfico de Jovinho que enobrece e encanta os bons registros - Território Livre,210,0,0,0,0,0,0,210,
Confira imagens da última noite do Carnaval 2024 em Natal - Tribuna do Norte,94,30,25,22,11,16,11,209,
"Humorista paraibano Nairon Barreto, Zé Lezin, completa 40 anos e ganha o novo show - Tribuna do Norte",112,21,14,33,13,16,0,209,
Irmãos suspeitos de invadir e furtar residência no interior do RN são presos - Tribuna do Norte,102,23,23,21,12,27,0,208,
"Rafaela Ferreira, aluna CEI, é aprovada em Direito na UFRN e UPE - Território Livre",207,0,0,0,0,0,0,207,
É hoje o b-day a bordo de Natácia Varella Barca - Território Livre,207,0,0,0,0,0,0,207,
Valdemar Costa Neto é preso em flagrante por porte ilegal de arma de fogo - Tribuna do Norte,111,16,19,31,15,14,0,206,
"Ex-campeão do UFC, Vitor Belfort desafia Popó para subir no ringue após luta com Bambam - Tribuna do Norte",102,28,26,20,12,17,0,205,
Número de estabelecimentos religiosos supera o de escolas e hospitais no Brasil  - Tribuna do Norte,122,18,24,24,0,17,0,205,
Buscas por foragidos continuam com cerco em Baraúna - RN - Tribuna do Norte,103,28,23,30,0,20,0,204,
Copa do Nordeste: ABC vai para o intervalo perdendo para o Vitória - Tribuna do Norte,81,24,27,23,28,20,0,203,
Deslizamento de terra em Mãe Luiza há quase 10 anos volta a primeira instância do TJRN - Tribuna do Norte,116,26,27,15,0,19,0,203,
Final do torneio terá árbitro falando com os torcedores - Tribuna do Norte,106,33,19,21,10,14,0,203,
"Líder, ABC volta a jogar em casa e enfrenta o Baraúnas - Tribuna do Norte",71,44,18,13,33,24,0,203,
Lauro Bezerra marcou época no Legislativo - Tribuna do Norte,95,20,27,22,18,20,0,202,
MEC admite falha na divulgação de resultados provisórios do Sisu - Tribuna do Norte,108,30,21,22,0,0,21,202,
Público lota Praça Cívica para acompanhar shows de abertura do Brilha Natal - Tribuna do Norte,104,37,27,18,0,0,16,202,
RN: fim de semana deve ser de Sol e chuvas rápidas; confira - Tribuna do Norte,100,27,24,21,13,17,0,202,
"Após potiguar salvar o Brasil, time encara o Japão - Tribuna do Norte",101,30,21,15,11,23,0,201,
"Com morte do ex-deputado Lauro Bezerra, o RN perde um memorialista - Território Livre",201,0,0,0,0,0,0,201,
"Deputado Sargento Gonçalves procurou Paulinho Freire na Av Paulista, mas não encontrou ... - Território Livre",201,0,0,0,0,0,0,201,
Inteligência artificial nas eleições: Veja as regras que serão votadas pelo TSE - Tribuna do Norte,133,22,19,0,0,27,0,201,
"Associação denuncia invasões do MST ao Distrito Irrigado do Baixo-Açu, no Alto do Rodrigues - Tribuna do Norte",97,13,15,13,30,30,0,198,
"Criança e adolescente resgatadas por maus-tratos em Parnamirim eram ""privadas de alimentação"", afirma delegada - Tribuna do Norte",109,36,19,21,0,0,13,198,
Sexta rodada define semifinalistas do Campeonato Potiguar - Tribuna do Norte,85,25,17,18,19,22,11,197,
"Cesta básica em Natal registra aumento de 1,35% em janeiro - Tribuna do Norte",94,21,14,17,17,19,14,196,
Julgamento de Daniel Alves: mulheres reafirmam terem sido apalpadas pelo jogador - Tribuna do Norte,92,27,13,21,20,23,0,196,
Chuteiras pretas - Tribuna do Norte,91,16,13,22,20,33,0,195,
Arteta questiona introdução do cartão azul no futebol: 'Não sei se estamos prontos' - Tribuna do Norte,108,28,15,14,0,12,17,194,
Bolsonaro vai depor em caso de 'importunação' de baleia; entenda a investigação - Tribuna do Norte,88,17,21,27,13,28,0,194,
Brasil supera a Itália e é hexacampeão da Copa do Mundo de futebol de areia - Tribuna do Norte,79,25,26,15,13,25,11,194,
Deputados definem composição das comissões permanentes da ALRN - Tribuna do Norte,102,25,25,11,12,19,0,194,
Com Lula corrupção aumentou no Brasil para 39% dos entrevistados - Tribuna do Norte,121,14,30,0,16,0,12,193,
Governo Federal fará nova liberação do Auxílio Gás a partir da próxima semana - Tribuna do Norte,85,30,17,16,26,19,0,193,
Arquivo de Artigos - Tribuna do Norte,192,0,0,0,0,0,0,192,
Policiais civis cobram aumento salarial judicializado e nomeação de novos agentes - Tribuna do Norte,117,24,21,17,0,13,0,192,
América enfrenta Costa Rica/MS pela primeira fase da Copa do Brasil - Tribuna do Norte,87,22,18,22,15,17,10,191,
Parnamirim já conta com 12 pré-candidatos a prefeito - Tribuna do Norte,104,29,19,15,0,0,24,191,
"Prefeitura de Goianinha lança edital de concurso com 24 vagas e salário de até R$ 1,5 mil - Tribuna do Norte",106,37,12,11,0,0,25,191,
Secretaria de Tributação de Natal alerta sobre golpe via WhatsApp; entenda - Tribuna do Norte,99,25,20,23,10,14,0,191,
Senado aprova fim da “saidinha” para presos - Tribuna do Norte,96,17,23,14,22,19,0,191,
CBF confirma Rodrigo Caetano: quem é o executivo que promete fazer a seleção voltar a ganhar? - Tribuna do Norte,86,19,21,23,15,26,0,190,
Defesa de Daniel Alves pede absolvição em julgamento e sugere alternativas - Tribuna do Norte,99,22,18,21,11,18,0,189,
Veja dicas de especialistas e evite cair em golpes virtuais - Tribuna do Norte,116,28,11,20,14,0,0,189,
Arquivo de RN - Tribuna do Norte,79,11,18,44,15,21,0,188,
Álvaro Dias comanda grande evento do Republicanos - Blog do Heitor Gregório,162,0,0,0,13,13,0,188,
Daniel Alves fica em silêncio e mulher reafirma a agressão - Tribuna do Norte,81,28,30,18,10,20,0,187,
"INSS convoca 4,3 milhões de pessoas para fazer prova de vida - Tribuna do Norte",87,12,30,22,15,21,0,187,
Os 19 pedidos de impeachment contra Lula em pouco mais de 1 ano - Tribuna do Norte,127,14,12,18,0,0,15,186,
"Balança comercial potiguar registra superávit de US$ 13,3 milhões em janeiro - Tribuna do Norte",83,16,21,25,20,20,0,185,
Sem astrolábio - Tribuna do Norte,105,0,10,21,12,37,0,185,
Fecomércio estreita parcerias na Bolsa de Turismo de Lisboa - Tribuna do Norte,114,18,20,18,0,13,0,183,
Concurso Unificado: número de inscritos ultrapassa 2 milhões - Tribuna do Norte,110,15,20,13,10,0,14,182,
Parlamentares esticam feriado e voltam no dia 19 - Tribuna do Norte,91,18,22,22,15,14,0,182,
Copa Brasil tem eliminação do Cruzeiro na Paraíba e goleada do Bahia no Maranhão - Tribuna do Norte,71,17,23,22,16,32,0,181,
Daniel Alves é convocado a se apresentar a tribunal e sentença pode sair na quinta-feira - Tribuna do Norte,100,0,19,24,18,20,0,181,
Empresa entra com pedido de reintegração de posse contra MLB - Tribuna do Norte,90,20,23,18,13,17,0,181,
Justiça mantém absolvição dada por júri popular a acusado de homicídio qualificado no RN - Tribuna do Norte,88,19,24,19,19,12,0,181,
Mossoró: Painel de Empregos oferta 390 vagas de trabalho nesta quarta-feira - Tribuna do Norte,104,24,18,18,0,0,17,181,
"Multas suspensas por Toffoli totalizam R$ 14,1 Bi - Tribuna do Norte",169,12,0,0,0,0,0,181,
Tony Glamour desfila na Sapucaí pela Portela - Território Livre,181,0,0,0,0,0,0,181,
Balneabilidade: primeiro boletim de 2024 aponta 5 trechos impróprios na Grande Natal - Tribuna do Norte,106,27,16,15,0,0,16,180,
Botafogo demite técnico Tiago Nunes e irrita torcida - Tribuna do Norte,107,18,17,0,19,19,0,180,
Corpo de Bombeiros do RN salvou 20 pessoas nas praias no Carnaval 2024 - Tribuna do Norte,89,32,32,15,12,0,0,180,
Prates celebra novo pico de valor de mercado da Petrobras em postagem no X - Tribuna do Norte,107,0,25,23,24,0,0,179,
"Valéria Oliveira, Lia de Itamaracá e Elba Ramalho se apresentam hoje no Polo Petrópolis - Tribuna do Norte",109,30,15,25,0,0,0,179,
Correios nomeia comissão organizadora para realizar concurso público - Tribuna do Norte,87,24,24,31,12,0,0,178,
Fábio Dantas e Kleber Rodrigues disputam espaços políticos - Blog do Heitor Gregório,136,0,11,0,17,14,0,178,
"Natal terá torneio no carnaval com R$ 6,4 mil em prêmios - Tribuna do Norte",95,25,27,0,14,0,17,178,
Seleção feminina de futebol vence e se classifica na Copa Ouro - Tribuna do Norte,89,14,25,14,19,17,0,178,
Arquivo de Internacional - Tribuna do Norte,177,0,0,0,0,0,0,177,
Dengue faz três estados e DF decretarem situação de emergência - Tribuna do Norte,89,31,22,23,12,0,0,177,
"Em crise, Corinthians demite técnico Mano Menezes após 4 derrotas seguidas - Tribuna do Norte",87,17,25,22,14,12,0,177,
Servidores do RN protestam contra decisão do TCE sobre aposentadoria de não concursados - Tribuna do Norte,143,15,0,0,19,0,0,177,
Bairros de Parnamirim são afetados com suspensão no abastecimento de água - Tribuna do Norte,54,26,17,20,24,35,0,176,
RN está perdendo um bom lugar no trem da educação - Tribuna do Norte,90,11,14,19,14,28,0,176,
Rosalba recepciona Lewandowisk a convite da governadora - Blog do Heitor Gregório,134,0,0,13,13,16,0,176,
Augusto Bezerril - Tendência - Moda - Fashion - Estilo - Arte - Cultura,130,45,0,0,0,0,0,175,
Lei proíbe cobrança de taxas para emissão de documentos estudantis - Tribuna do Norte,97,14,17,18,12,0,17,175,
Padre Motta forma grupo para o show de Andrea Bocelli - Território Livre,174,0,0,0,0,0,0,174,
Retirada de recursos da poupança pressiona mercado imobiliário - Tribuna do Norte,81,15,22,20,21,15,0,174,
Natal reduz 100% no número de óbitos em acidentes por embriaguez nos últimos 14 meses - Tribuna do Norte,77,19,20,23,16,18,0,173,
Palmeiras roda o elenco e enfrenta a Portuguesa - Tribuna do Norte,86,17,20,0,19,20,11,173,
Polícia prende dois homens com drogas na zona Oeste de Natal - Tribuna do Norte,82,23,23,27,18,0,0,173,
Próximos Eventos – Clube do Assinante,173,0,0,0,0,0,0,173,
Sesap inicia realização de cirurgias ortopédicas eletivas no interior do RN - Tribuna do Norte,100,18,19,22,14,0,0,173,
É do agrado... o sanduíche natural de salpicão de frango da DasMelo - Território Livre,173,0,0,0,0,0,0,173,
Genealogia da família Bezerra é reeditada - Tribuna do Norte,116,17,20,0,0,0,19,172,
Campanha arrecada livros para escola pública da Grande Natal - Tribuna do Norte,93,26,18,19,0,15,0,171,
Mulheres na construção civil: diversidade e inovação no setor - Tribuna do Norte,107,19,19,13,0,0,13,171,
Operação de segurança é definida em reunião na FNF - Tribuna do Norte,75,21,21,29,0,25,0,171,
"Fla-Flu coloca a rivalidade em jogo, no Maracanã - Tribuna do Norte",80,18,13,23,19,17,0,170,
Flamengo anuncia saída de Juan para assumir cargo na seleção brasileira - Tribuna do Norte,95,19,31,0,0,25,0,170,
POTIGUAR / Izaac Oliver veste Alinne e chega como revelação do carnaval - Tribuna do Norte,84,17,20,24,11,14,0,170,
Rafael Cabral (PE) vence o Aberto do Brasil de xadrez - Tribuna do Norte,90,15,35,17,0,13,0,170,
Advogado diz que Bolsonaro solicitou minuta do golpe para 'tomar conhecimento' do conteúdo - Tribuna do Norte,88,13,12,22,13,21,0,169,
Carnaval 2024 deve movimentar R$ 501 milhões na economia do RN - Tribuna do Norte,102,25,12,15,0,0,15,169,
Governo Federal aponta que setor automotivo investirá R$ 41 bilhões no Brasil - Tribuna do Norte,98,25,13,18,15,0,0,169,
Governo Federal lança FGTS Digital nesta terça-feira; entenda - Tribuna do Norte,100,31,14,12,0,0,12,169,
Lei que proíbe smartphones em salas de aula é promulgada no RN - Tribuna do Norte,132,0,17,0,0,0,20,169,
Polícia Civil prende suspeito por estupro de vulnerável em Mossoró - Tribuna do Norte,92,23,20,15,0,19,0,169,
Começa prazo para definição das emendas individuais - Tribuna do Norte,103,11,26,28,0,0,0,168,
Força Penal Nacional chega a Mossoró para reforço na segurança do Presídio Federal - Tribuna do Norte,78,18,21,15,14,22,0,168,
Programação do Carnaval de Natal 2024 deve ser lançada nesta semana  - Tribuna do Norte,85,29,22,13,0,0,19,168,
ABZ Tribuna do Norte entra em mood de planejar ano feliz EM CASA - Tribuna do Norte,101,25,12,29,0,0,0,167,
"Após fuga de detentos no RN, MJ suspende banhos de sol e visitas em presídios federais - Tribuna do Norte",90,13,16,18,15,15,0,167,
"Com nova derrota, Corinthians se aproxima do rebaixamento no Paulistão - Tribuna do Norte",80,15,23,13,18,18,0,167,
Homem que filmou adolescente de 13 anos nua é preso pela polícia - Tribuna do Norte,146,0,0,0,0,0,21,167,
"Presidido por Álvaro Dias, Republicanos fará ato de filiação no RN com presença de lideranças nacionais em 25/02 - Blog do Heitor Gregório",155,0,0,0,0,12,0,167,
ALRN vai debater estruturação e operação permanente do Porto de Natal - Tribuna do Norte,119,16,19,12,0,0,0,166,
Alecrim mudou horário de funcionamento para reduzir aglomerações - Tribuna do Norte,112,25,0,0,0,0,29,166,
Instituições lançam Operação Carnaval 2024 - Tribuna do Norte,82,22,15,14,14,0,19,166,
NatalPrev alerta servidores para realizarem Censo Previdenciário 2024 - Tribuna do Norte,63,29,15,17,24,18,0,166,
Detran promove mutirão de testes práticos de direção veicular em Natal - Tribuna do Norte,92,35,0,0,0,0,37,164,
Neymar é o 6º atleta mais bem pago do planeta - Tribuna do Norte,125,16,12,0,11,0,0,164,
Ao vivo: acompanhe leitura da mensagem anual da governadora Fátima Bezerra na ALRN - Tribuna do Norte,109,27,14,13,0,0,0,163,
"Gente estranha, nomes esquisitos - Tribuna do Norte",102,22,11,0,0,0,28,163,
Operação Decreto II prende cinco pessoas em Caicó por organização criminosa - Tribuna do Norte,82,15,0,15,18,33,0,163,
Parabéns pela atitude - Tribuna do Norte,85,15,14,16,15,18,0,163,
Clubes voltam a protestar após lances polêmicos - Tribuna do Norte,69,16,13,18,26,20,0,162,
"Paulinho Freire, Rafael Motta e Joanna Guerra: três prefeitáveis na Câmara para prestigiar Álvaro - Blog do Heitor Gregório",135,0,0,15,12,0,0,162,
"País tem capacidade para elevar oferta de energia solar em 100 vezes, diz diretor da Petrobras - Tribuna do Norte",98,21,11,15,17,0,0,162,
Sesap inaugura sala para acompanhar situação da dengue no RN; entenda - Tribuna do Norte,105,18,0,18,11,10,0,162,
Lei Seca prende dupla portando maconha e cocaína na zona Leste de Natal - Tribuna do Norte,67,0,16,25,21,32,0,161,
Comissão de Segurança do Senado realiza audiência secreta para discutir incidente em Mossoró - Tribuna do Norte,86,21,0,19,19,15,0,160,
América protesta contra a arbitragem e pede VAR dentro da fase de grupos - Tribuna do Norte,74,15,17,13,19,21,0,159,
Katz diz que fala de Lula é uma cusparada nos judeus - Tribuna do Norte,92,15,15,25,12,0,0,159,
Arquivo de Direito & Desenvolvimento - Tribuna do Norte,157,0,0,0,0,0,0,157,
"Fugitivos escalaram luminária e cortaram cerca de presídio em Mossoró, dizem fontes - Blog do Heitor Gregório",123,0,0,11,12,11,0,157,
"No Rio Grande do Norte, mais de 24,6 mil pessoas renegociaram na Faixa 1 do Desenrola - Tribuna do Norte",95,17,12,16,0,17,0,157,
Prefeitura de Parnamirim oferta vagas de estágio para educação - Tribuna do Norte,97,18,0,21,0,0,21,157,
STF invalida regra sobre distribuição de sobras eleitorais em eleições proporcionais - Blog do Heitor Gregório,157,0,0,0,0,0,0,157,
"Sem luz, jogo ABC x Botafogo deverá ser encerrado nesta sexta-feira - Tribuna do Norte",72,13,33,14,14,11,0,157,
"Bloquinho ""Segura que deu onda"" terá mistura de rock, samba e frevo - Tribuna do Norte",89,25,22,20,0,0,0,156,
Confira horários de funcionamento dos pontos extras de vacinação durante o Carnaval 2024 em Natal - Tribuna do Norte,73,19,11,23,13,17,0,156,
Empregos com carteira assinada reduziram - Tribuna do Norte,100,27,11,0,0,0,18,156,
Fora Ednaldo!!! - Tribuna do Norte,114,0,14,0,13,15,0,156,
PF combate crimes de abuso sexual infantojuvenil na internet - Tribuna do Norte,101,12,20,13,10,0,0,156,
Vereador do PT defende invasão à propriedade privada em Natal - Tribuna do Norte,156,0,0,0,0,0,0,156,
Gabriela Alves e Marcos Queiroz estão grávidos - Território Livre,88,27,0,0,40,0,0,155,
Julgamento de Daniel Alves: juíza aceita pedido da defesa e jogador vai depor na quarta-feira - Tribuna do Norte,87,21,15,17,0,15,0,155,
Novas faixas etárias podem se vacinar contra a dengue em São Gonçalo do Amarante - Tribuna do Norte,78,19,20,27,11,0,0,155,
Transações via DOC e TEC deixam de existir nesta quinta (29) - Tribuna do Norte,94,0,16,16,15,14,0,155,
Michel Temer foi intermediário do STF para Bolsonaro não passar do tom na Av Paulista - Território Livre,154,0,0,0,0,0,0,154,
Pediatras alertam sobre a catapora - Tribuna do Norte,106,24,0,0,0,0,24,154,
Prefeitura de Assú lança edital para realização de concurso público - Blog do Heitor Gregório,111,23,0,0,0,0,20,154,
Rafael Motta na série “O cão chupando manga” - Blog do Heitor Gregório,138,0,0,0,16,0,0,154,
"Sem jogar desde outubro, Neymar é o 6º atleta mais bem pago do mundo - Tribuna do Norte",91,13,13,23,14,0,0,154,
Carioca: Flamengo arranca vitória em clássico com Botafogo - Tribuna do Norte,73,22,12,13,12,21,0,153,
Enem: inscrições para cursinho preparatório da UFRN terminam neste domingo - Tribuna do Norte,126,0,0,0,0,0,27,153,
Fátima viaja em missão internacional e Walter Alves é governador em exercício até 5 de março - Tribuna do Norte,72,16,16,17,15,17,0,153,
Marinha abre inscrições para concurso de admissão às escolas de Aprendizes-Marinheiros com 600 vagas - Tribuna do Norte,119,16,0,0,0,0,18,153,
"Grupo ""Giradança"" apresenta o espetáculo neste final de semana - Tribuna do Norte",93,16,21,0,13,9,0,152,
RN tem 45 dias para promover cirurgia em homem com sequela grave; entenda - Tribuna do Norte,87,17,17,0,20,11,0,152,
Vasco busca vitória para se garantir nas semifinais do Carioca - Tribuna do Norte,74,14,0,12,22,30,0,152,
Casa é roubada em Mossoró e bandidos que fugiram de presídio são suspeitos; entenda - Tribuna do Norte,80,16,15,24,0,16,0,151,
Macau apresenta programação carnaval 2024 - Blog do Heitor Gregório,65,33,22,11,0,0,20,151,
Museu Câmara Cascudo retoma os agendamentos - Tribuna do Norte,75,24,15,15,11,11,0,151,
Prefeitura de Canguaretama divulga programação do carnaval de Barra do Cunhaú - Agitos e Baladas,91,31,15,0,0,0,14,151,
"Rafael pega dois pênaltis, São Paulo bate o Palmeiras e conquista a Supercopa Rei - Tribuna do Norte",86,16,21,14,14,0,0,151,
CEO do Fortaleza diz que time só deverá voltar a jogar após punição a ataque a ônibus - Tribuna do Norte,69,18,15,0,21,27,0,150,
"Hediondos, 10 anos - Tribuna do Norte",94,0,18,17,0,21,0,150,
Mãe e filho são mortos a tiros na Grande Natal; outro homem também foi executado - Tribuna do Norte,74,27,18,18,13,0,0,150,
Programa oferece emissão de RG para pessoas em situação de rua na zona Norte de Natal - Tribuna do Norte,82,32,13,23,0,0,0,150,
"Mbappé pede salário de R$ 270 milhões para fechar com Real Madrid, diz jornal espanhol - Tribuna do Norte",84,20,0,19,16,0,10,149,
Prefeitura publica cachês de parte das atrações locais do Carnaval em Natal; veja - Tribuna do Norte,94,18,12,0,0,0,25,149,
Polícia Civil prende homem por violência doméstica em Mossoró - Tribuna do Norte,77,16,12,12,17,14,0,148,
Governo se alia ao Serasa para ampliar alcance do Desenrola Brasil - Tribuna do Norte,87,18,15,27,0,0,0,147,
Governo vai destinar imóveis da União sem uso para habitação popular - Tribuna do Norte,67,17,13,20,14,16,0,147,
KD Xoxó 2024 movimenta a sexta pré-carnavalesca - Território Livre,147,0,0,0,0,0,0,147,
Prefeitura de Macaíba realiza nona convocação do Concurso Público com chamamento de 265 aprovados - Blog do Heitor Gregório,137,0,0,0,0,0,10,147,
Procon Natal divulga pesquisa de preços das mensalidades escolares - Tribuna do Norte,92,28,16,0,0,0,11,147,
Academia homenageia cultura potiguar - Tribuna do Norte,78,18,23,12,0,15,0,146,
Arquivo de Fim de Semana - Tribuna do Norte,146,0,0,0,0,0,0,146,
Caern desligou adutora Sertão Central e equipe está no local para realizar reparo - Tribuna do Norte,63,23,27,17,0,16,0,146,
Comissão aprova restrição de 'saidinha' para presos - Tribuna do Norte,81,12,17,12,10,14,0,146,
Jornalista da TV Tropical é agredida por mulher no Alecrim - Blog do Heitor Gregório,106,10,12,18,0,0,0,146,
Produtor morre assassinado ao reagir a um assalto em Pirangi - Tribuna do Norte,96,17,19,0,0,14,0,146,
Robinson Faria deixará o PL para comandar seu próprio partido? - Território Livre,122,0,0,0,0,24,0,146,
Setor produtivo sugere PPPs para pelo menos dez equipamentos - Tribuna do Norte,81,14,24,13,0,14,0,146,
São Gonçalo do Amarante inicia vacinação contra dengue na segunda-feira (19) - Tribuna do Norte,76,17,13,13,16,0,11,146,
BR-101 deve ter novo acesso pela marginal a partir de março - Tribuna do Norte,68,20,16,17,11,13,0,145,
Empregadores têm até o dia 29 para enviarem informe de rendimentos - Tribuna do Norte,67,14,18,13,19,14,0,145,
Post engana ao induzir ligação entre furto em loja e fala de Flávio Dino - Tribuna do Norte,89,12,18,0,10,16,0,145,
Arquivo de Trânsito Livre - Tribuna do Norte,144,0,0,0,0,0,0,144,
Homem é preso por ameaçar e quebrar casa da própria mãe em Jardim de Piranhas - Tribuna do Norte,62,14,22,14,13,19,0,144,
Jogadores do Fortaleza são hospitalizados após ataque a ônibus na saída da Arena Pernambuco - Tribuna do Norte,74,13,13,17,0,27,0,144,
Mega-Sena pode pagar prêmio de R$ 110 milhões neste sábado (24) - Tribuna do Norte,79,0,19,25,21,0,0,144,
