# ----------------------------------------,,,,,,,,,
# https://tribunadonorte.com.br – GA4,,,,,,,,,
# Visualizações por faixa etária-Visualizações por faixa etária,,,,,,,,,
# 20240201-20240229,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
Idade,unknown,25-34,35-44,45-54,55-64,65+,18-24,Totais,
Título da página e nome da tela,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,
Lewandowski chega a Mossoró e mantém urgência em recaptura de presos - Tribuna do Norte,274,57,52,70,49,52,12,566,
"Perfumes da ""The Parfum"" ganham a preferência entre bacanas da cidade - Território Livre",368,78,59,26,0,0,35,566,
"Mossoró: ""É provável que procedimentos de segurança tenham falhado"", diz secretário - Tribuna do Norte",297,74,38,57,27,48,24,565,
Ministério da Justiça foi alertado sobre falhas de segurança em prisão - Tribuna do Norte,340,42,57,43,28,33,21,564,
Girão e Gonçalves assinam pedido de impeachment - Tribuna do Norte,275,68,62,69,35,39,15,563,
Mossoró: confira detalhes da fuga de presidiários - Tribuna do Norte,274,73,52,54,37,41,30,561,
Mossoró: fuga completa uma semana e buscas recebem reforço da Força Nacional - Tribuna do Norte,289,82,46,50,35,43,16,561,
"Sem provas, Lula diz que Bolsonaro é responsável por ""tentativa de golpe"" - Tribuna do Norte",269,60,54,59,39,51,25,557,
Natal terá acréscimo de 19 mil assentos em voos - Tribuna do Norte,254,63,56,61,56,48,18,556,
Rio de Janeiro monitora possível chegada de fugitivos de Mossoró - Tribuna do Norte,276,73,68,59,29,32,19,556,
Homem é morto a tiros e vaqueiro sofre infarto durante vaquejada no RN - Tribuna do Norte,322,67,45,40,27,19,34,554,
Oposição critica retrovisor do Governo do RN no passado - Tribuna do Norte,257,64,58,58,57,42,18,554,
"Domingo de Carnaval tem América e Itabaiana, na Arena das Dunas - Tribuna do Norte",218,58,63,54,73,63,21,550,
Bolsonaro defende anistia para presos do 8 de janeiro e diz que penas fogem da razoabilidade - Tribuna do Norte,258,64,49,78,31,49,20,549,
PRF apreende 70 mil maços de cigarros contrabandeados na Grande Natal - Tribuna do Norte,253,79,71,49,40,31,26,549,
Começo ruim de temporada deixa brasileiros fora do Top 10 do Circuito Mundial de Surfe - Tribuna do Norte,233,35,69,93,72,46,0,548,
PM prende homem por sequestro e tentativa de estrupro contra adolescente na Grande Natal - Tribuna do Norte,189,59,65,59,70,81,25,548,
"Lewandowski: Fuga de detentos não pode ser minimizada, mas se deu em razão de coincidências - Tribuna do Norte",283,45,57,51,51,48,12,547,
3R faz parceria com Governo e doa R$ 12 milhões para recuperar RN-401 - Tribuna do Norte,226,71,70,59,42,55,23,546,
Primeiro voto de Dino no STF é favorável em ação sobre uberização - Tribuna do Norte,214,51,48,58,76,85,14,546,
Seleção sub-23 aposta em reação e vaga para França - Tribuna do Norte,249,63,61,44,48,52,29,546,
"‘Agora é sem volta’, diz Barroso a Flávio Dino - Tribuna do Norte",281,66,50,51,33,44,21,546,
Avenida Paulista - Tribuna do Norte,323,31,22,45,46,77,0,544,
Lojas têm aumento de até 40% na venda ventilador e ar-condicionado - Tribuna do Norte,236,56,69,54,62,42,25,544,
Desocupação cai e RN tem 2ª menor taxa de desemprego do Nordeste - Tribuna do Norte,233,72,54,60,62,42,20,543,
"Servidora de Natal receberá indenização de R$ 30 mil após sofrer queda, determina Justiça - Tribuna do Norte",260,60,63,72,21,53,13,542,
RN passa a emitir nova Carteira de Identidade Nacional; saiba como solicitar - Tribuna do Norte,321,56,38,37,20,0,69,541,
O 3x4 de Mariana Dias Maia - Território Livre,540,0,0,0,0,0,0,540,
Polícia prende homem suspeito de matar e ocultar corpo de vítima em Mossoró - Tribuna do Norte,265,70,54,54,48,49,0,540,
"3R reduz R$0,02 na gasolina e R$0,20 no diesel na refinaria do RN - Tribuna do Norte",224,75,64,72,49,36,13,533,
Confira filmes indicados ao Oscar 2024 em cartaz nos cinemas de Natal - Tribuna do Norte,233,67,52,59,45,45,32,533,
Governo aumenta limite de isenção do IR em 2 salários mínimos - Tribuna do Norte,254,72,50,66,30,25,34,531,
Vazamento de gás interrompe show e trio de Ivete Sangalo é evacuado no carnaval de Salvador - Tribuna do Norte,256,43,47,79,49,37,20,531,
Galeria Newton Navarro amplia duração da mostra de xilogravuras - Tribuna do Norte,207,119,58,39,30,27,50,530,
RN: tempo será marcado por sol e chuva a qualquer hora nesta semana; confira  - Tribuna do Norte,231,91,40,67,46,37,18,530,
O jeito peculiar de legislar do ex-deputado estadual Lauro Bezerra - Tribuna do Norte,280,31,58,68,44,47,0,528,
FNF divulga 2º turno e revela troféu do primeiro - Tribuna do Norte,222,64,55,55,62,53,15,526,
Amigos formam mesa de boa gastronomia e idem conversa no Caravela Gastrobar e Bistrô - Território Livre,380,30,43,32,0,40,0,525,
Governo suspende instalação de tornozeleiras eletrônicas - Tribuna do Norte,270,55,52,52,25,41,26,521,
Netanyahu sobre declaração de Lula: 'Comparar Israel ao Holocausto é cruzar uma linha vermelha' - Tribuna do Norte,252,60,46,52,41,46,24,521,
"Incêndio no Morro do Careca está controlado, diz Corpo de Bombeiros - Tribuna do Norte",251,83,48,52,23,31,32,520,
Reconstrução da estrada para Guamaré tem prazo de conclusão para maio - Tribuna do Norte,247,52,48,54,56,39,22,518,
Copa do Nordeste: ABC perde por 3 a 1 para Vitória neste sábado (10) - Tribuna do Norte,245,55,51,55,58,51,0,515,
Operação Carnaval em Natal apreendeu mais de 1.300 garrafas - Tribuna do Norte,204,56,55,75,53,48,23,514,
"Prefeitura lamenta morte do ativista cultural Joca, da Vila de Ponta Negra - Tribuna do Norte",221,64,59,62,47,40,21,514,
"Com risco de epidemia, Natal inicia vacinação contra a dengue - Tribuna do Norte",276,44,43,47,34,31,37,512,
"Em um mês, legumes ficaram 25,84% mais caros em Natal - Tribuna do Norte",253,56,58,40,43,43,16,509,
Acompanhe ABC e Maranhão na Jovem Pan News Natal - Tribuna do Norte,223,63,83,47,55,37,0,508,
Iskisita abre as portas no Midway Mall - Território Livre,329,64,36,24,0,0,54,507,
Sindicatos convocam ato contra decisão do TCE/RN - Tribuna do Norte,230,54,59,58,41,42,23,507,
"Após reordenamento da orla, Semurb realizou 16 autuações - Tribuna do Norte",219,70,54,47,51,49,16,506,
Copa do Brasil: América faz último treino antes de viagem para Mato Grosso do Sul - Tribuna do Norte,220,47,29,69,73,67,0,505,
Presos usaram alicate encontrado em obra para fugir de presídio - Tribuna do Norte,252,66,47,50,37,39,14,505,
STTU anuncia alterações no trânsito durante clássico entre ABC e América na Arena - Tribuna do Norte,207,54,57,79,40,51,16,504,
Acompanhe Fortaleza e América/RN pela Jovem Pan News Natal - Tribuna do Norte,224,41,81,53,54,49,0,502,
SMS Natal informa o expediente dos serviços de saúde durante o Carnaval 2024 - Tribuna do Norte,194,58,51,59,57,67,16,502,
Carnaval 2024: Ricardo Chaves realiza abertura de programação gratuita na Cidade Alta - Tribuna do Norte,263,76,61,32,16,0,53,501,
Direita em marcha unida - Tribuna do Norte,314,26,14,35,45,67,0,501,
Inscrições para concursos públicos de Mossoró terminam nesta segunda-feira - Tribuna do Norte,270,68,42,55,19,16,31,501,
Motoentregadores protestam contra veto da Prefeitura sobre entrega na portaria de condomínios - Tribuna do Norte,192,78,56,45,44,34,49,498,
Homem é executado com tiros na cabeça em São Gonçalo do Amarante - Tribuna do Norte,213,62,62,66,39,40,14,496,
Carnaval 2024: PRF inicia operação nas rodovias do RN nesta sexta-feira - Tribuna do Norte,261,55,48,44,30,22,35,495,
Elas Por Elas no original - Tribuna do Norte,241,65,47,38,51,23,30,495,
Saiba como o FGTS Futuro contribuirá para compra da casa própria - Tribuna do Norte,282,59,41,47,21,26,17,493,
"Em Natal, cerca de 70% dos focos de dengue estão em imóveis habitados - Tribuna do Norte",250,78,51,41,27,34,11,492,
Homem que postava fotos com armas em rede social em Florânia é preso pela polícia - Tribuna do Norte,220,56,48,42,43,66,16,491,
"Os festejos da ""Riviera Infinito"" de Natácia Varella Barca - Território Livre",441,0,20,24,0,0,0,485,
Para acionista da AGN nova diretoria terá serviço político - Tribuna do Norte,245,55,48,55,36,36,10,485,
"Banda Grafith, Rai Saia Rodada, Ricardo Chaves são atrações dos dez dias de Carnaval de Caicó - Tribuna do Norte",301,58,43,24,12,0,45,483,
Busca por foragidos: leva de agentes da Força Nacional chega a Mossoró - Tribuna do Norte,228,65,37,44,39,48,21,482,
Deputados pedem a Tarcísio e Nunes que barrem recursos para Vai-Vai em 2025 - Tribuna do Norte,251,49,64,46,25,33,14,482,
Bloco Se Parar eu Caio inicia entrega de camisas nesta sexta-feira (2); saiba onde - Tribuna do Norte,244,55,48,46,33,34,19,479,
Polícia prende suspeito de estupro e tráfico de drogas no RN - Tribuna do Norte,213,56,69,45,40,36,20,479,
Álbuns exclusivos de fotos by David Ciriaco e Jovinho da nossa 1ª Prévia MarNary de Carnaval - Território Livre,363,0,36,44,0,36,0,479,
CBF reconhece que houve erro da arbitragem - Tribuna do Norte,184,54,59,66,51,47,17,478,
Lewandowski vai a Mossoró acompanhar busca por fugitivos de presídio - Tribuna do Norte,223,36,68,58,46,30,16,477,
"Prefeitura de Natal e Fecomércio/RN se reúnem para analisar novas parcerias nas áreas de turismo, emprego e renda - Tribuna do Norte",198,56,36,57,61,44,25,477,
Caern passa a ter novo número de atendimento pelo Whatsapp - Tribuna do Norte,290,61,39,30,0,0,54,474,
"Governo prorroga suspensão de banho de sol, visitas e outras restrições em presídios federais - Tribuna do Norte",248,53,43,49,30,37,14,474,
Motorista domina criminoso que o manteve como refém em Mossoró; entenda - Tribuna do Norte,230,35,47,59,60,41,0,472,
"Terreno complexo e chuva dificultam captura de presos, diz Lewandowski - Tribuna do Norte",249,63,48,41,37,18,15,471,
Consulta ao valor do PIS/Pasep está liberada - Tribuna do Norte,212,73,64,49,27,24,18,467,
Da solidão - Tribuna do Norte,249,21,31,56,32,77,0,466,
Campeonato Potiguar: Acompanhe a transmissão de ABC x Potiguar de Mossoró pela Jovem Pan News Natal - Tribuna do Norte,218,61,40,38,33,46,28,464,
Secretaria de Educação de Natal divulga calendário de matrícula para estudantes novatos em 2024 - Tribuna do Norte,279,68,31,31,20,17,18,464,
Blocos e orquestras animam polos do Carnaval de Natal neste sábado; confira - Tribuna do Norte,230,60,51,47,41,18,16,463,
"Dos cinco pré-candidatos à Prefeitura de Natal, apenas Natália apoia invasão à propriedade privada - Tribuna do Norte",245,52,43,44,24,35,20,463,
Empresa entra com agravo contra invasão do MLB em àrea privada - Tribuna do Norte,252,41,49,35,41,24,21,463,
Operação Carnaval: Lei Seca prende homem por embriaguez ao volante na zona Oeste de Natal - Tribuna do Norte,229,55,58,65,28,26,0,461,
"Presídio de Mossoró teve falhas em câmeras e iluminação, diz ministro - Tribuna do Norte",237,51,49,43,32,28,19,459,
"Morre aos 90 anos o ex-deputado Lauro Bezerra, irmão do ex-senador Fernando Bezerra - Blog do Heitor Gregório",359,24,21,18,17,19,0,458,
O gosto e o vício - Tribuna do Norte,229,16,38,58,29,88,0,458,
Entrega da chave da cidade ao Reinado de Momo e show de Elba Ramalho marcam abertura do Carnaval - Tribuna do Norte,193,39,49,53,43,57,21,455,
Gorete Tito convida para jantar em homenagem aos amigos Aimberê Câmara e Walid Bou Chacra - Território Livre,375,0,22,30,0,28,0,455,
Paulinho Freire vai priorizar o PL na indicação do vice - Tribuna do Norte,206,53,51,53,30,47,15,455,
Mães denunciam falta de leite para crianças alérgicas na Unicat - Tribuna do Norte,242,65,43,47,16,14,27,454,
Natal terá 1º Centro de Excelência em formação profissional para Hidrogênio Verde do Brasil - Tribuna do Norte,222,52,44,41,30,30,35,454,
"Opositor de Putin, Alexei Navalny morre na cadeia - Tribuna do Norte",238,47,48,45,27,36,11,452,
"""Política Zero, quero saber de gestão"", afirma Álvaro Dias - Tribuna do Norte",202,44,47,69,40,49,0,451,
Lula sugere que houve 'conivência' em fuga de Mossoró: 'Cavaram um buraco e ninguém viu?' - Tribuna do Norte,232,44,45,47,35,32,16,451,
Motociclista será intimado pela polícia após ameaçar mulher no trânsito em Natal - Tribuna do Norte,179,46,58,60,48,41,18,450,
América estreia neste sábado contra o Fortaleza - Tribuna do Norte,178,71,56,47,38,44,15,449,
Hérnia de disco foi a principal causa de afastamento do trabalho no Brasil em 2023 - Tribuna do Norte,249,38,44,50,29,20,19,449,
O 3x4 de Cristine Rosado - Território Livre,426,0,0,22,0,0,0,448,
Líder da Oposição no Senado diz que operação não respeita o processo legal e fragiliza a democracia - Tribuna do Norte,211,44,45,55,49,29,13,446,
PM localiza ponto de desmanche de carros roubados e prende dois homens em Macaíba - Tribuna do Norte,194,32,50,63,48,56,0,443,
"Fevereiro: temperatura em Natal está 0,5º C maior do que o ano passado - Tribuna do Norte",195,58,34,51,45,35,24,442,
Tarcísio e Michelle Bolsonaro citam Israel ao discursarem em ato na Avenida Paulista - Tribuna do Norte,207,58,29,57,34,46,11,442,
Vacina contra dengue: Natal amplia cobertura em pontos extras a partir desta sexta - Tribuna do Norte,262,47,32,35,19,24,22,441,
Ação especial da Serasa negocia dívidas da Neoenergia no RN - Tribuna do Norte,183,55,62,51,29,32,28,440,
"Henrique, Garibaldi e Carlos Eduardo juntos no aniversário de Diúda Alves - Blog do Heitor Gregório",311,12,22,32,35,28,0,440,
Operação identifica dois ônibus com irregularidades na segurança durante fiscalização na Rodoviária de Natal - Tribuna do Norte,192,64,47,51,39,27,17,437,
"Sem reação, América perde por 3 a 0 para Bahia - Tribuna do Norte",184,55,57,39,45,44,13,437,
A deputada e o macaco - Tribuna do Norte,269,32,17,39,37,42,0,436,
"Estadual: Potiguar, Baraúnas e Força e Luz brigam pela segunda vaga nas semifinais - Tribuna do Norte",156,65,48,58,41,47,21,436,
"Exportação de melão do RN cresce 10% em seis meses, aponta Fiern - Tribuna do Norte",205,40,49,48,52,42,0,436,
Operação Carnaval: Lei Seca prende três condutores por embriaguez ao volante na zona Leste de Natal  - Tribuna do Norte,219,37,56,52,27,41,0,432,
"Fim de semana terá desfile de escolas de samba, carnaval solidário e espetáculo infantil - Tribuna do Norte",240,49,34,43,34,30,0,430,
Polícia detém 23 pessoas por rinha de galos no interior do RN - Tribuna do Norte,184,44,54,57,34,45,11,429,
Thiago Almeida arma festa para comemoração dos seus 40 anos - Território Livre,333,0,30,34,0,32,0,429,
Lula diz não ter dito 'Holocausto' ao criticar Israel: Netanyahu interpretou fala - Tribuna do Norte,258,34,34,32,36,32,0,426,
Concessionária e fabricante são responsabilizadas por incêndio em veículo no RN - Tribuna do Norte,141,40,41,45,61,82,14,424,
Mulher que jogou filha recém-nascida pela janela no RN responderá em regime aberto - Tribuna do Norte,193,40,64,51,38,23,15,424,
Daniel Alves no tribunal: o que a admissão de embriaguez pode significar para o julgamento? - Tribuna do Norte,205,77,46,42,35,18,0,423,
Prazo para inscrições nas 240 vagas não iniciais da Uern encerra nesta quarta-feira (31) - Tribuna do Norte,214,76,32,34,12,0,55,423,
Mossoró realiza Circuito com música e gastronomia - Tribuna do Norte,173,49,60,55,40,27,18,422,
Segunda-feira tem Guaxinim - Tribuna do Norte,225,19,41,32,37,68,0,422,
Fale Conosco - Tribuna do Norte,198,52,39,37,12,31,52,421,
Heróis e monstros - Tribuna do Norte,193,25,33,58,32,80,0,421,
Polícia Militar prende suspeito por tráfico de drogas no bairro das Rocas - Tribuna do Norte,219,42,49,33,38,40,0,421,
STTU define operação de trânsito para o Carnaval de Natal 2024 - Tribuna do Norte,186,63,51,40,27,30,23,420,
Uern abre inscrições para curso gratuito de teatro e contação de histórias em Natal; confira - Tribuna do Norte,199,50,52,41,18,14,45,419,
Bolsonaro presta depoimento à PF nesta quinta; ex-presidente ficará em silêncio - Tribuna do Norte,182,37,36,51,36,50,26,418,
Acusada de jogar filha recém-nascida pela janela no RN será julgada nesta segunda-feira - Tribuna do Norte,192,41,28,60,33,49,14,417,
Transpasse inicia cadastramento das carteiras de estudante no RN - Tribuna do Norte,235,44,29,19,0,0,88,415,
Da terra plana - Tribuna do Norte,206,30,15,47,30,62,23,413,
De patriotismo - Tribuna do Norte,203,18,25,65,33,69,0,413,
Oportunidade aproveitada': agentes federais rechaçam corrupção no caso da fuga de Mossoró - Tribuna do Norte,215,35,39,36,29,39,18,411,
Tarcísio diz que Bolsonaro 'representa um movimento' e que sempre estará junto ao ex-presidente - Tribuna do Norte,200,59,38,46,36,32,0,411,
A #agrorevolta na Europa - Tribuna do Norte,237,28,18,39,44,44,0,410,
Jair Bolsonaro nega ter recebido “minuta de golpe” - Tribuna do Norte,212,43,34,50,30,41,0,410,
Suspeito de cometer assassinato junto com cunhado é preso no interior do RN - Tribuna do Norte,170,41,49,40,63,46,0,409,
Italo Ferreira é o melhor brasileiro no início da temporada - Tribuna do Norte,170,41,48,63,40,30,16,408,
"Em carta à bancada federal, setor produtivo do RN se manifesta contra a extinção do PERSE - Tribuna do Norte",197,30,36,32,47,49,14,405,
Na moda e na guerra - Tribuna do Norte,228,15,23,33,33,73,0,405,
Bloco Submarino Amarelo se apresenta no Pólo Petrópolis na noite deste sábado (10) - Tribuna do Norte,193,35,43,50,43,25,15,404,
Deputados esperam uma mensagem mais realista sobre o RN - Tribuna do Norte,205,46,42,29,33,37,12,404,
